1436131023	opening	1	1	1	0	0	1	1	1	1	
1435488835	moving	1	0	1	1	0	1	1	1	1	
1436131512	closing	0	1	1	1	0	1	1	1	0	
1435527759	moving	0	1	1	1	1	1	0	1	0	
1436363378	opening	0	1	1	1	1	1	1	0	1	
1435787229	moving	0	1	1	1	1	0	1	1	1	
1436363597	closing	0	1	1	1	0	1	1	1	0	
1435797329	moving	1	1	0	1	0	1	1	1	0	
