1435465420	651480	closing	0	1	1	1	0	1	1	1	0	
1435465421	58499	moving	1	1	0	1	0	1	1	1	0	
1435465431	840635	opening	1	1	1	0	0	1	1	1	1	
1435465432	227129	moving	1	0	1	1	0	1	1	1	1	
1435465471	844817	closing	0	1	1	1	0	1	1	1	0	
1435465472	249884	moving	0	1	1	1	1	1	0	1	0	
1435465483	384724	opening	0	1	1	1	1	1	1	0	1	
1435465483	744556	moving	0	1	1	1	1	0	1	1	1	
1435465523	388898	closing	0	1	1	1	0	1	1	1	0	
1435465523	796009	moving	1	1	0	1	0	1	1	1	0	
1435465555	636836	opening	1	1	1	0	0	1	1	1	1	
1435465556	21133	moving	1	0	1	1	0	1	1	1	1	
1435465595	641013	closing	0	1	1	1	0	1	1	1	0	
1435465596	44767	moving	0	1	1	1	1	1	0	1	0	
1435465647	985576	opening	0	1	1	1	1	1	1	0	1	
1435465648	336521	moving	0	1	1	1	1	0	1	1	1	
1435465687	989756	closing	0	1	1	1	0	1	1	1	0	
1435465688	397309	moving	1	1	0	1	0	1	1	1	0	
1435465757	820608	opening	1	1	1	0	0	1	1	1	1	
1435465758	203216	moving	1	0	1	1	0	1	1	1	1	
1435465797	824752	closing	0	1	1	1	0	1	1	1	0	
1435465798	227335	moving	0	1	1	1	1	1	0	1	0	
1435466044	512700	opening	0	1	1	1	1	1	1	0	1	
1435466044	869908	moving	0	1	1	1	1	0	1	1	1	
1435466064	514745	closing	0	1	1	1	0	1	1	1	0	
1435466064	923500	moving	1	1	0	1	0	1	1	1	0	
1435466097	660450	opening	1	1	1	0	0	1	1	1	1	
1435466098	44644	moving	1	0	1	1	0	1	1	1	1	
1435466117	662564	closing	0	1	1	1	0	1	1	1	0	
1435466118	64638	moving	0	1	1	1	1	1	0	1	0	
1435466156	313631	opening	0	1	1	1	1	1	1	0	1	
1435466156	673103	moving	0	1	1	1	1	0	1	1	1	
1435466176	315731	closing	0	1	1	1	0	1	1	1	0	
1435466176	723766	moving	1	1	0	1	0	1	1	1	0	
1435466224	382491	opening	1	1	1	0	0	1	1	1	1	
1435466224	765278	moving	1	0	1	1	0	1	1	1	1	
1435466244	384574	closing	0	1	1	1	0	1	1	1	0	
1435466244	786328	moving	0	1	1	1	1	1	0	1	0	
1435466282	857244	opening	0	1	1	1	1	1	1	0	1	
1435466283	216671	moving	0	1	1	1	1	0	1	1	1	
1435466302	859324	closing	0	1	1	1	0	1	1	1	0	
1435466303	268340	moving	1	1	0	1	0	1	1	1	0	
1435466342	584187	opening	1	1	1	0	0	1	1	1	1	
1435466342	965215	moving	1	0	1	1	0	1	1	1	1	
1435466362	586274	closing	0	1	1	1	0	1	1	1	0	
1435466362	988247	moving	0	1	1	1	1	1	0	1	0	
1435466394	642870	opening	0	1	1	1	1	1	1	0	1	
1435466395	3619	moving	0	1	1	1	1	0	1	1	1	
1435466414	644951	closing	0	1	1	1	0	1	1	1	0	
1435466415	53513	moving	1	1	0	1	0	1	1	1	0	
1435466458	545787	opening	1	1	1	0	0	1	1	1	1	
1435466458	926672	moving	1	0	1	1	0	1	1	1	1	
1435466478	547878	closing	0	1	1	1	0	1	1	1	0	
1435466478	949400	moving	0	1	1	1	1	1	0	1	0	
1435466791	630198	opening	0	1	1	1	1	1	1	0	1	
1435466791	992830	moving	0	1	1	1	1	0	1	1	1	
1435466811	632277	closing	0	1	1	1	0	1	1	1	0	
1435466812	42823	moving	1	1	0	1	0	1	1	1	0	
1435466900	963074	opening	1	1	1	0	0	1	1	1	1	
1435466901	342159	moving	1	0	1	1	0	1	1	1	1	
1435466920	965155	closing	0	1	1	1	0	1	1	1	0	
1435466921	364917	moving	0	1	1	1	1	1	0	1	0	
1435466967	561742	opening	0	1	1	1	1	1	1	0	1	
1435466967	925678	moving	0	1	1	1	1	0	1	1	1	
1435466987	563825	closing	0	1	1	1	0	1	1	1	0	
1435466987	975703	moving	1	1	0	1	0	1	1	1	0	
1435467081	411988	opening	1	1	1	0	0	1	1	1	1	
1435467081	789230	moving	1	0	1	1	0	1	1	1	1	
1435467101	414068	closing	0	1	1	1	0	1	1	1	0	
1435467101	812946	moving	0	1	1	1	1	1	0	1	0	
1435467134	758078	opening	0	1	1	1	1	1	1	0	1	
1435467135	118000	moving	0	1	1	1	1	0	1	1	1	
1435467154	760153	closing	0	1	1	1	0	1	1	1	0	
1435467155	170382	moving	1	1	0	1	0	1	1	1	0	
1435467188	942004	opening	1	1	1	0	0	1	1	1	1	
1435467189	319611	moving	1	0	1	1	0	1	1	1	1	
1435467208	944076	closing	0	1	1	1	0	1	1	1	0	
1435467209	343471	moving	0	1	1	1	1	1	0	1	0	
1435467251	698791	opening	0	1	1	1	1	1	1	0	1	
1435467252	69427	moving	0	1	1	1	1	0	1	1	1	
1435467271	700827	closing	0	1	1	1	0	1	1	1	0	
1435467272	112404	moving	1	1	0	1	0	1	1	1	0	
1435467306	227444	opening	1	1	1	0	0	1	1	1	1	
1435467306	603269	moving	1	0	1	1	0	1	1	1	1	
1435467326	229523	closing	0	1	1	1	0	1	1	1	0	
1435467326	626813	moving	0	1	1	1	1	1	0	1	0	
1435467363	33198	opening	0	1	1	1	1	1	1	0	1	
1435467363	398411	moving	0	1	1	1	1	0	1	1	1	
1435467383	35247	closing	0	1	1	1	0	1	1	1	0	
1435467383	446345	moving	1	1	0	1	0	1	1	1	0	
1435467416	507846	opening	1	1	1	0	0	1	1	1	1	
1435467416	883290	moving	1	0	1	1	0	1	1	1	1	
1435467436	509924	closing	0	1	1	1	0	1	1	1	0	
1435467436	908276	moving	0	1	1	1	1	1	0	1	0	
1435467470	829523	opening	0	1	1	1	1	1	1	0	1	
1435467471	201575	moving	0	1	1	1	1	0	1	1	1	
1435467490	831603	closing	0	1	1	1	0	1	1	1	0	
1435467491	241879	moving	1	1	0	1	0	1	1	1	0	
1435467525	97697	opening	1	1	1	0	0	1	1	1	1	
1435467525	470814	moving	1	0	1	1	0	1	1	1	1	
1435467545	99777	closing	0	1	1	1	0	1	1	1	0	
1435467545	496989	moving	0	1	1	1	1	1	0	1	0	
1435467628	100494	opening	0	1	1	1	1	1	1	0	1	
1435467628	464871	moving	0	1	1	1	1	0	1	1	1	
1435467688	106754	closing	0	1	1	1	0	1	1	1	0	
1435467688	514106	moving	1	1	0	1	0	1	1	1	0	
1435467747	358649	opening	1	1	1	0	0	1	1	1	1	
1435467747	740212	moving	1	0	1	1	0	1	1	1	1	
1435467807	364900	closing	0	1	1	1	0	1	1	1	0	
1435467807	767411	moving	0	1	1	1	1	1	0	1	0	
1435467866	57745	opening	0	1	1	1	1	1	1	0	1	
1435467866	415162	moving	0	1	1	1	1	0	1	1	1	
1435467926	64002	closing	0	1	1	1	0	1	1	1	0	
1435467926	471510	moving	1	1	0	1	0	1	1	1	0	
1435468196	741751	opening	1	1	1	0	0	1	1	1	1	
1435468197	175263	moving	1	0	1	1	0	1	1	1	1	
1435468256	748010	closing	0	1	1	1	0	1	1	1	0	
1435468257	193113	moving	0	1	1	1	1	1	0	1	0	
1435468318	611516	opening	0	1	1	1	1	1	1	0	1	
1435468318	929831	moving	0	1	1	1	1	0	1	1	1	
1435468438	624041	closing	0	1	1	1	0	1	1	1	0	
1435468438	994735	moving	1	1	0	1	0	1	1	1	0	
1435468513	287513	opening	1	1	1	0	0	1	1	1	1	
1435468513	726247	moving	1	0	1	1	0	1	1	1	1	
1435468633	300051	closing	0	1	1	1	0	1	1	1	0	
1435468633	743824	moving	0	1	1	1	1	1	0	1	0	
1435468826	123284	opening	0	1	1	1	1	1	1	0	1	
1435468826	444124	moving	0	1	1	1	1	0	1	1	1	
1435468827	123374	closing	0	1	1	1	0	1	1	1	0	
1435468827	493900	moving	1	1	0	1	0	1	1	1	0	
1435468900	780821	opening	1	1	1	0	0	1	1	1	1	
1435468901	218774	moving	1	0	1	1	0	1	1	1	1	
1435468905	781305	closing	0	1	1	1	0	1	1	1	0	
1435468906	225126	moving	0	1	1	1	1	1	0	1	0	
1435469132	238334	opening	0	1	1	1	1	1	1	0	1	
1435469132	554530	moving	0	1	1	1	1	0	1	1	1	
1435469137	238851	closing	0	1	1	1	0	1	1	1	0	
1435469137	609827	moving	1	1	0	1	0	1	1	1	0	
1435469251	376434	opening	1	1	1	0	0	1	1	1	1	
1435469251	815959	moving	1	0	1	1	0	1	1	1	1	
1435469261	377473	closing	0	1	1	1	0	1	1	1	0	
1435469261	820641	moving	0	1	1	1	1	1	0	1	0	
1435469717	143026	opening	0	1	1	1	1	1	1	0	1	
1435469717	470642	moving	0	1	1	1	1	0	1	1	1	
1435469719	143264	closing	0	1	1	1	0	1	1	1	0	
1435469719	515393	moving	1	1	0	1	0	1	1	1	0	
1435469816	254486	opening	1	1	1	0	0	1	1	1	1	
1435469816	695383	moving	1	0	1	1	0	1	1	1	1	
1435469818	254626	closing	0	1	1	1	0	1	1	1	0	
1435469818	698841	moving	0	1	1	1	1	1	0	1	0	
1435469871	488797	opening	0	1	1	1	1	1	1	0	1	
1435469871	809125	moving	0	1	1	1	1	0	1	1	1	
1435469891	490881	closing	0	1	1	1	0	1	1	1	0	
1435469891	861034	moving	1	1	0	1	0	1	1	1	0	
1435469924	274768	opening	1	1	1	0	0	1	1	1	1	
1435469924	713793	moving	1	0	1	1	0	1	1	1	1	
1435469926	274981	closing	0	1	1	1	0	1	1	1	0	
1435469926	718958	moving	0	1	1	1	1	1	0	1	0	
1435469937	843224	opening	0	1	1	1	1	1	1	0	1	
1435469938	163252	moving	0	1	1	1	1	0	1	1	1	
1435469939	843429	closing	0	1	1	1	0	1	1	1	0	
1435469940	213106	moving	1	1	0	1	0	1	1	1	0	
1435469951	290893	opening	1	1	1	0	0	1	1	1	1	
1435469951	731955	moving	1	0	1	1	0	1	1	1	1	
1435469953	291094	closing	0	1	1	1	0	1	1	1	0	
1435469953	734302	moving	0	1	1	1	1	1	0	1	0	
1435469963	661137	opening	0	1	1	1	1	1	1	0	1	
1435469963	978274	moving	0	1	1	1	1	0	1	1	1	
1435469965	661340	closing	0	1	1	1	0	1	1	1	0	
1435469966	30986	moving	1	1	0	1	0	1	1	1	0	
1435469978	948890	opening	1	1	1	0	0	1	1	1	1	
1435469979	391171	moving	1	0	1	1	0	1	1	1	1	
1435469980	949044	closing	0	1	1	1	0	1	1	1	0	
1435469981	393410	moving	0	1	1	1	1	1	0	1	0	
1435469995	961509	opening	0	1	1	1	1	1	1	0	1	
1435469996	284583	moving	0	1	1	1	1	0	1	1	1	
1435469997	961722	closing	0	1	1	1	0	1	1	1	0	
1435469998	332151	moving	1	1	0	1	0	1	1	1	0	
1435470100	790264	opening	1	1	1	0	0	1	1	1	1	
1435470101	227753	moving	1	0	1	1	0	1	1	1	1	
1435470102	790472	closing	0	1	1	1	0	1	1	1	0	
1435470103	235278	moving	0	1	1	1	1	1	0	1	0	
1435470113	229196	opening	0	1	1	1	1	1	1	0	1	
1435470113	540828	moving	0	1	1	1	1	0	1	1	1	
1435470115	229398	closing	0	1	1	1	0	1	1	1	0	
1435470115	598973	moving	1	1	0	1	0	1	1	1	0	
1435470126	467340	opening	1	1	1	0	0	1	1	1	1	
1435470126	910186	moving	1	0	1	1	0	1	1	1	1	
1435470128	467541	closing	0	1	1	1	0	1	1	1	0	
1435470128	912043	moving	0	1	1	1	1	1	0	1	0	
1435525454	349760	opening	1	1	1	0	0	1	1	1	1	
1435525454	614441	moving	1	0	1	1	0	1	1	1	1	
1435525456	349937	closing	0	1	1	1	0	1	1	1	0	
1435525456	641336	moving	0	1	1	1	1	1	0	1	0	
1435525512	93549	opening	0	1	1	1	1	1	1	0	1	
1435525512	361458	moving	0	1	1	1	1	0	1	1	1	
1435525522	94604	closing	0	1	1	1	0	1	1	1	0	
1435525522	439590	moving	1	1	0	1	0	1	1	1	0	
1435525637	766715	opening	1	1	1	0	0	1	1	1	1	
1435525638	30038	moving	1	0	1	1	0	1	1	1	1	
1435525663	56946	opening	0	1	1	1	0	1	1	1	1	
1435525663	257010	closing	0	1	1	1	0	1	1	1	0	
1435525663	548499	moving	0	1	1	1	1	1	0	1	0	
1435525692	548642	opening	0	1	1	1	1	1	1	0	1	
1435525692	816373	moving	0	1	1	1	1	0	1	1	0	
